Thoi_gian N_t Toc_do
9.600000000000000000e+01 6.205700000000000000e+04 3.240000000000000000e+02
9.700000000000000000e+01 6.173300000000000000e+04 3.230000000000000000e+02
9.800000000000000000e+01 6.141000000000000000e+04 3.030000000000000000e+02
9.900000000000000000e+01 6.110700000000000000e+04 3.130000000000000000e+02
1.000000000000000000e+02 6.079400000000000000e+04 3.130000000000000000e+02
1.010000000000000000e+02 6.048100000000000000e+04 3.090000000000000000e+02
1.020000000000000000e+02 6.017200000000000000e+04 2.920000000000000000e+02
1.030000000000000000e+02 5.988000000000000000e+04 2.970000000000000000e+02
1.040000000000000000e+02 5.958300000000000000e+04 3.180000000000000000e+02
1.050000000000000000e+02 5.926500000000000000e+04 2.870000000000000000e+02
1.060000000000000000e+02 5.897800000000000000e+04 2.770000000000000000e+02
1.070000000000000000e+02 5.870100000000000000e+04 2.740000000000000000e+02
1.080000000000000000e+02 5.842700000000000000e+04 3.010000000000000000e+02
1.090000000000000000e+02 5.812600000000000000e+04 2.890000000000000000e+02
1.100000000000000000e+02 5.783700000000000000e+04 2.740000000000000000e+02
1.110000000000000000e+02 5.756300000000000000e+04 3.050000000000000000e+02
1.120000000000000000e+02 5.725800000000000000e+04 2.700000000000000000e+02
1.130000000000000000e+02 5.698800000000000000e+04 2.540000000000000000e+02
1.140000000000000000e+02 5.673400000000000000e+04 2.660000000000000000e+02
1.150000000000000000e+02 5.646800000000000000e+04 2.570000000000000000e+02
1.160000000000000000e+02 5.621100000000000000e+04 2.650000000000000000e+02
1.170000000000000000e+02 5.594600000000000000e+04 2.780000000000000000e+02
1.180000000000000000e+02 5.566800000000000000e+04 2.870000000000000000e+02
1.190000000000000000e+02 5.538100000000000000e+04 2.630000000000000000e+02
1.200000000000000000e+02 5.511800000000000000e+04 2.910000000000000000e+02
1.210000000000000000e+02 5.482700000000000000e+04 2.370000000000000000e+02
1.220000000000000000e+02 5.459000000000000000e+04 2.850000000000000000e+02
1.230000000000000000e+02 5.430500000000000000e+04 2.600000000000000000e+02
1.240000000000000000e+02 5.404500000000000000e+04 2.480000000000000000e+02
1.250000000000000000e+02 5.379700000000000000e+04 2.590000000000000000e+02
1.260000000000000000e+02 5.353800000000000000e+04 2.520000000000000000e+02
1.270000000000000000e+02 5.328600000000000000e+04 2.640000000000000000e+02
1.280000000000000000e+02 5.302200000000000000e+04 2.890000000000000000e+02
1.290000000000000000e+02 5.273300000000000000e+04 2.820000000000000000e+02
1.300000000000000000e+02 5.245100000000000000e+04 2.620000000000000000e+02
1.310000000000000000e+02 5.218900000000000000e+04 2.540000000000000000e+02
1.320000000000000000e+02 5.193500000000000000e+04 2.660000000000000000e+02
1.330000000000000000e+02 5.166900000000000000e+04 2.710000000000000000e+02
1.340000000000000000e+02 5.139800000000000000e+04 2.540000000000000000e+02
1.350000000000000000e+02 5.114400000000000000e+04 2.490000000000000000e+02
1.360000000000000000e+02 5.089500000000000000e+04 2.330000000000000000e+02
1.370000000000000000e+02 5.066200000000000000e+04 2.610000000000000000e+02
1.380000000000000000e+02 5.040100000000000000e+04 2.230000000000000000e+02
1.390000000000000000e+02 5.017800000000000000e+04 2.640000000000000000e+02
1.400000000000000000e+02 4.991400000000000000e+04 2.340000000000000000e+02
1.410000000000000000e+02 4.968000000000000000e+04 2.770000000000000000e+02
1.420000000000000000e+02 4.940300000000000000e+04 2.270000000000000000e+02
1.430000000000000000e+02 4.917600000000000000e+04 2.590000000000000000e+02
1.440000000000000000e+02 4.891700000000000000e+04 2.620000000000000000e+02
1.450000000000000000e+02 4.865500000000000000e+04 2.190000000000000000e+02
1.460000000000000000e+02 4.843600000000000000e+04 2.520000000000000000e+02
1.470000000000000000e+02 4.818400000000000000e+04 2.500000000000000000e+02
1.480000000000000000e+02 4.793400000000000000e+04 2.180000000000000000e+02
1.490000000000000000e+02 4.771600000000000000e+04 2.580000000000000000e+02
1.500000000000000000e+02 4.745800000000000000e+04 2.640000000000000000e+02
1.510000000000000000e+02 4.719400000000000000e+04 2.230000000000000000e+02
1.520000000000000000e+02 4.697100000000000000e+04 2.450000000000000000e+02
1.530000000000000000e+02 4.672600000000000000e+04 2.350000000000000000e+02
1.540000000000000000e+02 4.649100000000000000e+04 2.230000000000000000e+02
1.550000000000000000e+02 4.626800000000000000e+04 2.520000000000000000e+02
1.560000000000000000e+02 4.601600000000000000e+04 2.220000000000000000e+02
1.570000000000000000e+02 4.579400000000000000e+04 2.050000000000000000e+02
1.580000000000000000e+02 4.558900000000000000e+04 2.340000000000000000e+02
1.590000000000000000e+02 4.535500000000000000e+04 2.340000000000000000e+02
1.600000000000000000e+02 4.512100000000000000e+04 2.740000000000000000e+02
1.610000000000000000e+02 4.484700000000000000e+04 1.990000000000000000e+02
1.620000000000000000e+02 4.464800000000000000e+04 2.090000000000000000e+02
1.630000000000000000e+02 4.443900000000000000e+04 2.140000000000000000e+02
1.640000000000000000e+02 4.422500000000000000e+04 2.190000000000000000e+02
1.650000000000000000e+02 4.400600000000000000e+04 2.170000000000000000e+02
1.660000000000000000e+02 4.378900000000000000e+04 2.150000000000000000e+02
1.670000000000000000e+02 4.357400000000000000e+04 2.200000000000000000e+02
1.680000000000000000e+02 4.335400000000000000e+04 2.250000000000000000e+02
1.690000000000000000e+02 4.312900000000000000e+04 2.270000000000000000e+02
1.700000000000000000e+02 4.290200000000000000e+04 2.150000000000000000e+02
1.710000000000000000e+02 4.268700000000000000e+04 2.260000000000000000e+02
1.720000000000000000e+02 4.246100000000000000e+04 2.170000000000000000e+02
1.730000000000000000e+02 4.224400000000000000e+04 2.170000000000000000e+02
1.740000000000000000e+02 4.202700000000000000e+04 1.930000000000000000e+02
1.750000000000000000e+02 4.183400000000000000e+04 2.110000000000000000e+02
1.760000000000000000e+02 4.162300000000000000e+04 1.960000000000000000e+02
1.770000000000000000e+02 4.142700000000000000e+04 1.930000000000000000e+02
1.780000000000000000e+02 4.123400000000000000e+04 1.940000000000000000e+02
1.790000000000000000e+02 4.104000000000000000e+04 2.080000000000000000e+02
1.800000000000000000e+02 4.083200000000000000e+04 1.920000000000000000e+02
1.810000000000000000e+02 4.064000000000000000e+04 2.260000000000000000e+02
1.820000000000000000e+02 4.041400000000000000e+04 2.060000000000000000e+02
1.830000000000000000e+02 4.020800000000000000e+04 2.180000000000000000e+02
1.840000000000000000e+02 3.999000000000000000e+04 2.170000000000000000e+02
1.850000000000000000e+02 3.977300000000000000e+04 2.250000000000000000e+02
1.860000000000000000e+02 3.954800000000000000e+04 2.070000000000000000e+02
1.870000000000000000e+02 3.934100000000000000e+04 2.220000000000000000e+02
1.880000000000000000e+02 3.911900000000000000e+04 2.200000000000000000e+02
1.890000000000000000e+02 3.889900000000000000e+04 1.690000000000000000e+02
1.900000000000000000e+02 3.873000000000000000e+04 1.860000000000000000e+02
1.910000000000000000e+02 3.854400000000000000e+04 1.930000000000000000e+02
1.920000000000000000e+02 3.835100000000000000e+04 1.850000000000000000e+02
1.930000000000000000e+02 3.816600000000000000e+04 2.010000000000000000e+02
1.940000000000000000e+02 3.796500000000000000e+04 2.010000000000000000e+02
1.950000000000000000e+02 3.776400000000000000e+04 2.100000000000000000e+02
1.960000000000000000e+02 3.755400000000000000e+04 2.060000000000000000e+02
1.970000000000000000e+02 3.734800000000000000e+04 1.760000000000000000e+02
1.980000000000000000e+02 3.717200000000000000e+04 2.050000000000000000e+02
1.990000000000000000e+02 3.696700000000000000e+04 1.770000000000000000e+02
2.000000000000000000e+02 3.679000000000000000e+04 2.070000000000000000e+02
2.010000000000000000e+02 3.658300000000000000e+04 1.800000000000000000e+02
2.020000000000000000e+02 3.640300000000000000e+04 1.870000000000000000e+02
2.030000000000000000e+02 3.621600000000000000e+04 1.820000000000000000e+02
2.040000000000000000e+02 3.603400000000000000e+04 1.610000000000000000e+02
2.050000000000000000e+02 3.587300000000000000e+04 1.880000000000000000e+02
2.060000000000000000e+02 3.568500000000000000e+04 1.690000000000000000e+02
2.070000000000000000e+02 3.551600000000000000e+04 1.770000000000000000e+02
2.080000000000000000e+02 3.533900000000000000e+04 1.860000000000000000e+02
2.090000000000000000e+02 3.515300000000000000e+04 1.490000000000000000e+02
2.100000000000000000e+02 3.500400000000000000e+04 1.770000000000000000e+02
2.110000000000000000e+02 3.482700000000000000e+04 1.720000000000000000e+02
2.120000000000000000e+02 3.465500000000000000e+04 1.970000000000000000e+02
2.130000000000000000e+02 3.445800000000000000e+04 1.820000000000000000e+02
2.140000000000000000e+02 3.427600000000000000e+04 1.750000000000000000e+02
2.150000000000000000e+02 3.410100000000000000e+04 1.810000000000000000e+02
2.160000000000000000e+02 3.392000000000000000e+04 1.680000000000000000e+02
2.170000000000000000e+02 3.375200000000000000e+04 1.610000000000000000e+02
2.180000000000000000e+02 3.359100000000000000e+04 1.500000000000000000e+02
2.190000000000000000e+02 3.344100000000000000e+04 1.800000000000000000e+02
2.200000000000000000e+02 3.326100000000000000e+04 1.640000000000000000e+02
2.210000000000000000e+02 3.309700000000000000e+04 1.410000000000000000e+02
2.220000000000000000e+02 3.295600000000000000e+04 1.700000000000000000e+02
2.230000000000000000e+02 3.278600000000000000e+04 1.570000000000000000e+02
2.240000000000000000e+02 3.262900000000000000e+04 1.680000000000000000e+02
2.250000000000000000e+02 3.246100000000000000e+04 1.450000000000000000e+02
2.260000000000000000e+02 3.231600000000000000e+04 1.580000000000000000e+02
2.270000000000000000e+02 3.215800000000000000e+04 1.350000000000000000e+02
2.280000000000000000e+02 3.202300000000000000e+04 1.690000000000000000e+02
2.290000000000000000e+02 3.185400000000000000e+04 1.420000000000000000e+02
2.300000000000000000e+02 3.171200000000000000e+04 1.500000000000000000e+02
2.310000000000000000e+02 3.156200000000000000e+04 1.640000000000000000e+02
2.320000000000000000e+02 3.139800000000000000e+04 1.380000000000000000e+02
2.330000000000000000e+02 3.126000000000000000e+04 1.610000000000000000e+02
2.340000000000000000e+02 3.109900000000000000e+04 1.590000000000000000e+02
2.350000000000000000e+02 3.094000000000000000e+04 1.610000000000000000e+02
2.360000000000000000e+02 3.077900000000000000e+04 1.600000000000000000e+02
2.370000000000000000e+02 3.061900000000000000e+04 1.320000000000000000e+02
2.380000000000000000e+02 3.048700000000000000e+04 1.460000000000000000e+02
2.390000000000000000e+02 3.034100000000000000e+04 1.150000000000000000e+02
2.400000000000000000e+02 3.022600000000000000e+04 1.580000000000000000e+02
2.410000000000000000e+02 3.006800000000000000e+04 1.530000000000000000e+02
2.420000000000000000e+02 2.991500000000000000e+04 1.670000000000000000e+02
2.430000000000000000e+02 2.974800000000000000e+04 1.660000000000000000e+02
2.440000000000000000e+02 2.958200000000000000e+04 1.510000000000000000e+02
2.450000000000000000e+02 2.943100000000000000e+04 1.410000000000000000e+02
2.460000000000000000e+02 2.929000000000000000e+04 1.440000000000000000e+02
2.470000000000000000e+02 2.914600000000000000e+04 1.580000000000000000e+02
2.480000000000000000e+02 2.898800000000000000e+04 1.620000000000000000e+02
2.490000000000000000e+02 2.882600000000000000e+04 1.610000000000000000e+02
2.500000000000000000e+02 2.866500000000000000e+04 1.340000000000000000e+02
2.510000000000000000e+02 2.853100000000000000e+04 1.330000000000000000e+02
2.520000000000000000e+02 2.839800000000000000e+04 1.410000000000000000e+02
2.530000000000000000e+02 2.825700000000000000e+04 1.250000000000000000e+02
2.540000000000000000e+02 2.813200000000000000e+04 1.390000000000000000e+02
2.550000000000000000e+02 2.799300000000000000e+04 1.500000000000000000e+02
2.560000000000000000e+02 2.784300000000000000e+04 1.560000000000000000e+02
2.570000000000000000e+02 2.768700000000000000e+04 1.390000000000000000e+02
2.580000000000000000e+02 2.754800000000000000e+04 1.660000000000000000e+02
2.590000000000000000e+02 2.738200000000000000e+04 1.330000000000000000e+02
2.600000000000000000e+02 2.724900000000000000e+04 1.440000000000000000e+02
2.610000000000000000e+02 2.710500000000000000e+04 1.390000000000000000e+02
2.620000000000000000e+02 2.696600000000000000e+04 1.350000000000000000e+02
2.630000000000000000e+02 2.683100000000000000e+04 1.370000000000000000e+02
2.640000000000000000e+02 2.669400000000000000e+04 1.360000000000000000e+02
2.650000000000000000e+02 2.655800000000000000e+04 1.460000000000000000e+02
2.660000000000000000e+02 2.641200000000000000e+04 1.470000000000000000e+02
2.670000000000000000e+02 2.626500000000000000e+04 1.180000000000000000e+02
2.680000000000000000e+02 2.614700000000000000e+04 1.270000000000000000e+02
2.690000000000000000e+02 2.602000000000000000e+04 1.200000000000000000e+02
2.700000000000000000e+02 2.590000000000000000e+04 1.290000000000000000e+02
2.710000000000000000e+02 2.577100000000000000e+04 1.140000000000000000e+02
2.720000000000000000e+02 2.565700000000000000e+04 1.500000000000000000e+02
2.730000000000000000e+02 2.550700000000000000e+04 1.150000000000000000e+02
2.740000000000000000e+02 2.539200000000000000e+04 1.360000000000000000e+02
2.750000000000000000e+02 2.525600000000000000e+04 1.430000000000000000e+02
2.760000000000000000e+02 2.511300000000000000e+04 1.120000000000000000e+02
2.770000000000000000e+02 2.500100000000000000e+04 1.340000000000000000e+02
2.780000000000000000e+02 2.486700000000000000e+04 1.220000000000000000e+02
2.790000000000000000e+02 2.474500000000000000e+04 1.410000000000000000e+02
2.800000000000000000e+02 2.460400000000000000e+04 1.330000000000000000e+02
2.810000000000000000e+02 2.447100000000000000e+04 1.420000000000000000e+02
2.820000000000000000e+02 2.432900000000000000e+04 1.230000000000000000e+02
2.830000000000000000e+02 2.420600000000000000e+04 1.310000000000000000e+02
2.840000000000000000e+02 2.407500000000000000e+04 1.160000000000000000e+02
2.850000000000000000e+02 2.395900000000000000e+04 1.090000000000000000e+02
2.860000000000000000e+02 2.385000000000000000e+04 1.170000000000000000e+02
2.870000000000000000e+02 2.373300000000000000e+04 1.260000000000000000e+02
2.880000000000000000e+02 2.360700000000000000e+04 1.400000000000000000e+02
2.890000000000000000e+02 2.346700000000000000e+04 1.310000000000000000e+02
2.900000000000000000e+02 2.333600000000000000e+04 1.070000000000000000e+02
2.910000000000000000e+02 2.322900000000000000e+04 1.000000000000000000e+02
2.920000000000000000e+02 2.312900000000000000e+04 1.040000000000000000e+02
2.930000000000000000e+02 2.302500000000000000e+04 1.340000000000000000e+02
2.940000000000000000e+02 2.289100000000000000e+04 9.600000000000000000e+01
2.950000000000000000e+02 2.279500000000000000e+04 1.020000000000000000e+02
2.960000000000000000e+02 2.269300000000000000e+04 1.100000000000000000e+02
2.970000000000000000e+02 2.258300000000000000e+04 1.140000000000000000e+02
2.980000000000000000e+02 2.246900000000000000e+04 1.180000000000000000e+02
2.990000000000000000e+02 2.235100000000000000e+04 1.040000000000000000e+02
3.000000000000000000e+02 2.224700000000000000e+04 9.100000000000000000e+01
3.010000000000000000e+02 2.215600000000000000e+04 1.180000000000000000e+02
3.020000000000000000e+02 2.203800000000000000e+04 1.100000000000000000e+02
3.030000000000000000e+02 2.192800000000000000e+04 1.300000000000000000e+02
3.040000000000000000e+02 2.179800000000000000e+04 9.500000000000000000e+01
3.050000000000000000e+02 2.170300000000000000e+04 1.100000000000000000e+02
3.060000000000000000e+02 2.159300000000000000e+04 1.070000000000000000e+02
3.070000000000000000e+02 2.148600000000000000e+04 1.120000000000000000e+02
3.080000000000000000e+02 2.137400000000000000e+04 9.900000000000000000e+01
3.090000000000000000e+02 2.127500000000000000e+04 1.200000000000000000e+02
3.100000000000000000e+02 2.115500000000000000e+04 9.000000000000000000e+01
3.110000000000000000e+02 2.106500000000000000e+04 1.070000000000000000e+02
3.120000000000000000e+02 2.095800000000000000e+04 9.600000000000000000e+01
3.130000000000000000e+02 2.086200000000000000e+04 8.100000000000000000e+01
3.140000000000000000e+02 2.078100000000000000e+04 1.030000000000000000e+02
3.150000000000000000e+02 2.067800000000000000e+04 1.090000000000000000e+02
3.160000000000000000e+02 2.056900000000000000e+04 8.200000000000000000e+01
3.170000000000000000e+02 2.048700000000000000e+04 1.070000000000000000e+02
3.180000000000000000e+02 2.038000000000000000e+04 1.300000000000000000e+02
3.190000000000000000e+02 2.025000000000000000e+04 1.130000000000000000e+02
3.200000000000000000e+02 2.013700000000000000e+04 1.060000000000000000e+02
3.210000000000000000e+02 2.003100000000000000e+04 1.030000000000000000e+02
3.220000000000000000e+02 1.992800000000000000e+04 1.000000000000000000e+02
3.230000000000000000e+02 1.982800000000000000e+04 9.900000000000000000e+01
3.240000000000000000e+02 1.972900000000000000e+04 9.200000000000000000e+01
3.250000000000000000e+02 1.963700000000000000e+04 9.000000000000000000e+01
3.260000000000000000e+02 1.954700000000000000e+04 9.600000000000000000e+01
3.270000000000000000e+02 1.945100000000000000e+04 8.700000000000000000e+01
3.280000000000000000e+02 1.936400000000000000e+04 6.600000000000000000e+01
3.290000000000000000e+02 1.929800000000000000e+04 1.130000000000000000e+02
3.300000000000000000e+02 1.918500000000000000e+04 7.600000000000000000e+01
3.310000000000000000e+02 1.910900000000000000e+04 1.000000000000000000e+02
3.320000000000000000e+02 1.900900000000000000e+04 9.100000000000000000e+01
3.330000000000000000e+02 1.891800000000000000e+04 8.700000000000000000e+01
3.340000000000000000e+02 1.883100000000000000e+04 8.700000000000000000e+01
3.350000000000000000e+02 1.874400000000000000e+04 1.030000000000000000e+02
3.360000000000000000e+02 1.864100000000000000e+04 9.700000000000000000e+01
3.370000000000000000e+02 1.854400000000000000e+04 8.900000000000000000e+01
3.380000000000000000e+02 1.845500000000000000e+04 9.300000000000000000e+01
3.390000000000000000e+02 1.836200000000000000e+04 9.400000000000000000e+01
3.400000000000000000e+02 1.826800000000000000e+04 9.400000000000000000e+01
3.410000000000000000e+02 1.817400000000000000e+04 9.900000000000000000e+01
3.420000000000000000e+02 1.807500000000000000e+04 1.050000000000000000e+02
3.430000000000000000e+02 1.797000000000000000e+04 9.600000000000000000e+01
3.440000000000000000e+02 1.787400000000000000e+04 8.500000000000000000e+01
3.450000000000000000e+02 1.778900000000000000e+04 1.010000000000000000e+02
3.460000000000000000e+02 1.768800000000000000e+04 7.400000000000000000e+01
3.470000000000000000e+02 1.761400000000000000e+04 1.010000000000000000e+02
3.480000000000000000e+02 1.751300000000000000e+04 8.500000000000000000e+01
3.490000000000000000e+02 1.742800000000000000e+04 8.000000000000000000e+01
3.500000000000000000e+02 1.734800000000000000e+04 8.700000000000000000e+01
3.510000000000000000e+02 1.726100000000000000e+04 8.400000000000000000e+01
3.520000000000000000e+02 1.717700000000000000e+04 1.030000000000000000e+02
3.530000000000000000e+02 1.707400000000000000e+04 7.900000000000000000e+01
3.540000000000000000e+02 1.699500000000000000e+04 1.020000000000000000e+02
3.550000000000000000e+02 1.689300000000000000e+04 8.500000000000000000e+01
3.560000000000000000e+02 1.680800000000000000e+04 8.200000000000000000e+01
3.570000000000000000e+02 1.672600000000000000e+04 8.900000000000000000e+01
3.580000000000000000e+02 1.663700000000000000e+04 7.800000000000000000e+01
3.590000000000000000e+02 1.655900000000000000e+04 6.900000000000000000e+01
3.600000000000000000e+02 1.649000000000000000e+04 7.900000000000000000e+01
3.610000000000000000e+02 1.641100000000000000e+04 7.000000000000000000e+01
3.620000000000000000e+02 1.634100000000000000e+04 6.100000000000000000e+01
3.630000000000000000e+02 1.628000000000000000e+04 9.000000000000000000e+01
3.640000000000000000e+02 1.619000000000000000e+04 8.800000000000000000e+01
3.650000000000000000e+02 1.610200000000000000e+04 7.500000000000000000e+01
3.660000000000000000e+02 1.602700000000000000e+04 7.600000000000000000e+01
3.670000000000000000e+02 1.595100000000000000e+04 7.200000000000000000e+01
3.680000000000000000e+02 1.587900000000000000e+04 6.500000000000000000e+01
3.690000000000000000e+02 1.581400000000000000e+04 9.300000000000000000e+01
3.700000000000000000e+02 1.572100000000000000e+04 8.100000000000000000e+01
3.710000000000000000e+02 1.564000000000000000e+04 7.600000000000000000e+01
3.720000000000000000e+02 1.556400000000000000e+04 8.500000000000000000e+01
3.730000000000000000e+02 1.547900000000000000e+04 8.100000000000000000e+01
3.740000000000000000e+02 1.539800000000000000e+04 7.800000000000000000e+01
3.750000000000000000e+02 1.532000000000000000e+04 7.900000000000000000e+01
3.760000000000000000e+02 1.524100000000000000e+04 5.700000000000000000e+01
3.770000000000000000e+02 1.518400000000000000e+04 5.600000000000000000e+01
3.780000000000000000e+02 1.512800000000000000e+04 7.800000000000000000e+01
3.790000000000000000e+02 1.505000000000000000e+04 8.300000000000000000e+01
3.800000000000000000e+02 1.496700000000000000e+04 7.400000000000000000e+01
3.810000000000000000e+02 1.489300000000000000e+04 7.200000000000000000e+01
3.820000000000000000e+02 1.482100000000000000e+04 7.500000000000000000e+01
3.830000000000000000e+02 1.474600000000000000e+04 8.600000000000000000e+01
3.840000000000000000e+02 1.466000000000000000e+04 7.400000000000000000e+01
3.850000000000000000e+02 1.458600000000000000e+04 7.000000000000000000e+01
3.860000000000000000e+02 1.451600000000000000e+04 7.300000000000000000e+01
